taxiCount,clientCount,taxiSeatCount,spawnScenario,moderation,factor,factorFrom,factorTo,moderator,moderatorFrom,moderatorTo,outcome,effectScale,scope,seeds,effectAtModeratorFromMean,effectAtModeratorToMean,interactionMean,interactionStd,ci95Low,ci95High,sameDirectionSeeds,pValue,pValueHolm
,,,,hops_by_radius,kHops,0,2,p2pRqsRadius,1000,3000,pickup,percentage points,equal-weight overall,10,0.8110684549074649,1.7049075257975368,0.8938390708900716,0.06719528686897527,0.8457704583784825,0.9419076834016608,10,1.209405964312209e-11,6.047029821561045e-11
,,,,hops_by_radius,kHops,0,2,p2pRqsRadius,1000,3000,waiting,relative percent,equal-weight overall,10,-2.8646973006840937,-5.535302701055909,-2.6706054003718145,0.4120306836850005,-2.965354395424977,-2.375856405318652,10,7.312808291523577e-09,1.4625616583047153e-08
,,,,roaming_by_radius,idleRoamingMode,none,past-avg-total,p2pRqsRadius,1000,3000,distance,relative percent,equal-weight overall,10,224.8821226687096,74.15486014163537,-150.7272625270742,5.088950306065909,-154.3676782727499,-147.0868467813985,10,9.140640311043238e-15,6.398448217730267e-14
,,,,roaming_by_radius,idleRoamingMode,none,past-avg-total,p2pRqsRadius,1000,3000,pickup,percentage points,equal-weight overall,10,21.98681005199668,7.408024407550011,-14.578785644446674,0.43535843865932267,-14.89022231012192,-14.267348978771427,10,3.0309307534880424e-15,3.940209979534455e-14
,,,,roaming_by_radius,idleRoamingMode,none,past-avg-total,p2pRqsRadius,1000,3000,waiting,relative percent,equal-weight overall,10,-47.382209455333424,-21.29073943926008,26.091470016073345,3.597016271084603,23.518319585600548,28.66462044654614,10,2.7022695685402586e-09,1.0809078274161034e-08
,,,,roaming_by_scenario,idleRoamingMode,random,past-avg-total,spawnScenario,BASELINE,SPATIAL_IMBALANCE,distance,relative percent,equal-weight overall,10,-29.720430812779334,-39.29285468289636,-9.572423870117026,0.6778188612667538,-10.057306273533351,-9.087541466700701,10,7.074517646920952e-12,4.244710588152571e-11
,,,,roaming_by_scenario,idleRoamingMode,random,past-avg-total,spawnScenario,BASELINE,SPATIAL_IMBALANCE,pickup,percentage points,equal-weight overall,10,-0.06160000447652636,4.068637420223967,4.130237424700493,0.08376661780916524,4.070314396159421,4.190160453241565,10,9.334195697858484e-17,1.3067873977001878e-15
,,,,roaming_by_scenario,idleRoamingMode,random,past-avg-total,spawnScenario,BASELINE,SPATIAL_IMBALANCE,waiting,relative percent,equal-weight overall,10,30.311602058145382,-50.081786954416046,-80.39338901256141,2.5410747515381003,-82.2111643847068,-78.57561364041602,10,5.051821258437101e-15,5.563371950219753e-14
,,,,roaming_by_scenario,idleRoamingMode,random,past-avg-total,spawnScenario,BASELINE,SPATIAL_ISLANDS,distance,relative percent,equal-weight overall,10,-29.720430812779334,-40.80276712199968,-11.082336309220342,1.5644721931332983,-12.20149229680497,-9.963180321635713,10,3.3335929705618335e-09,1.0809078274161034e-08
,,,,roaming_by_scenario,idleRoamingMode,random,past-avg-total,spawnScenario,BASELINE,SPATIAL_ISLANDS,pickup,percentage points,equal-weight overall,10,-0.06160000447652636,2.715573503743858,2.777173508220385,0.09043255434403026,2.712481955944217,2.8418650604965525,10,6.601949773296914e-15,5.655330690933397e-14
,,,,roaming_by_scenario,idleRoamingMode,random,past-avg-total,spawnScenario,BASELINE,SPATIAL_ISLANDS,waiting,relative percent,equal-weight overall,10,30.311602058145382,-35.524511322163164,-65.83611338030855,2.1320620102015915,-67.36129866330164,-64.31092809731545,10,6.283700767703775e-15,5.655330690933397e-14
,,,,shortcuts_by_hops,p2pOverlayShortcuts,0,1,kHops,0,2,distance,relative percent,equal-weight overall,10,0.0,3.075484867032018,3.075484867032018,0.09628616413538332,3.0066058945666447,3.1443638394973914,10,4.636143291849794e-15,5.563371950219753e-14
,,,,shortcuts_by_hops,p2pOverlayShortcuts,0,1,kHops,0,2,pickup,percentage points,equal-weight overall,10,0.0,2.2449899144595,2.2449899144595,0.024761059190546785,2.2272769197679563,2.2627029091510438,10,3.8874940891736256e-19,5.8312411337604386e-18
,,,,shortcuts_by_hops,p2pOverlayShortcuts,0,1,kHops,0,2,waiting,relative percent,equal-weight overall,10,0.0,-6.943743316773242,-6.943743316773242,0.21756274039205692,-7.099378325598448,-6.788108307948035,10,4.668953323417327e-15,5.563371950219753e-14
