metric,algorithm,taxiCount,clientCount,taxiSeatCount,spawnScenario,kHops,p2pRequestRepublishTicks,p2pRqsRadius,p2pStrategy,p2pOverlayMinNeighbors,p2pOverlayMaxNeighbors,p2pOverlayShortcuts,p2pOverlayMaxDistanceFactor,p2pTopologyScanTicks,idleRoamingEnabled,idleRoamingStrategy,idleRoamingMode,runs,avgMean,avgStd,avgMin,avgMax,countMean,countMin,countMax,rawRows,servedRatioMean
Taxi Travel Distance [km],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_IMBALANCE,2,15,3000,nearest,1,4,1,1,200,False,none,none,4,87450.5525,491.0209552469887,86717.1,87731.6,39.0,39,39,4,0.061128526645768025
Taxi Travel Distance [km],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_IMBALANCE,2,15,3000,nearest,1,4,1,1,200,True,past-avg,past-avg,4,90488.6975,464.98937381228035,90061.12,91110.03,39.0,39,39,4,0.061128526645768025
Taxi Travel Distance [km],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_IMBALANCE,2,15,3000,nearest,1,4,1,1,200,True,past-avg-revisit,past-avg-revisit,4,95930.3075,1224.6042173800504,94404.4,97299.97,39.0,39,39,4,0.061128526645768025
Taxi Travel Distance [km],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_IMBALANCE,2,15,3000,nearest,1,4,1,1,200,True,past-avg-total,past-avg-total,4,96612.5375,788.8436646710618,95837.03,97318.22,39.0,39,39,4,0.061128526645768025
Taxi Travel Distance [km],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_IMBALANCE,2,15,3000,nearest,1,4,1,1,200,True,random,random,4,95930.3075,1224.6042173800504,94404.4,97299.97,39.0,39,39,4,0.061128526645768025
Taxi Travel Distance [km],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,1000,greedy,1,4,0,1,200,False,none,none,4,29315.1325,3261.2472574090943,26036.46,33720.05,39.0,39,39,4,0.061128526645768025
Taxi Travel Distance [km],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,1000,greedy,1,4,0,1,200,True,past-avg,past-avg,4,114950.175,1758.9802619604995,112833.6,117130.68,39.0,39,39,4,0.061128526645768025
Taxi Travel Distance [km],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,1000,greedy,1,4,0,1,200,True,past-avg-revisit,past-avg-revisit,4,336579.945,12428.922604070145,320951.53,347417.31,39.0,39,39,4,0.061128526645768025
Taxi Travel Distance [km],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,1000,greedy,1,4,0,1,200,True,past-avg-total,past-avg-total,4,136819.9575,3649.592387243385,132599.67,141456.37,39.0,39,39,4,0.061128526645768025
Taxi Travel Distance [km],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,1000,greedy,1,4,0,1,200,True,random,random,4,336579.945,12428.922604070145,320951.53,347417.31,39.0,39,39,4,0.061128526645768025
Taxi Travel Distance [km],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,1000,greedy,1,4,1,1,200,False,none,none,4,29315.1325,3261.2472574090943,26036.46,33720.05,39.0,39,39,4,0.061128526645768025
Taxi Travel Distance [km],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,1000,greedy,1,4,1,1,200,True,past-avg,past-avg,4,114950.175,1758.9802619604995,112833.6,117130.68,39.0,39,39,4,0.061128526645768025
Taxi Travel Distance [km],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,1000,greedy,1,4,1,1,200,True,past-avg-revisit,past-avg-revisit,4,336579.945,12428.922604070145,320951.53,347417.31,39.0,39,39,4,0.061128526645768025
Taxi Travel Distance [km],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,1000,greedy,1,4,1,1,200,True,past-avg-total,past-avg-total,4,136819.9575,3649.592387243385,132599.67,141456.37,39.0,39,39,4,0.061128526645768025
Taxi Travel Distance [km],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,1000,greedy,1,4,1,1,200,True,random,random,4,336579.945,12428.922604070145,320951.53,347417.31,39.0,39,39,4,0.061128526645768025
Taxi Travel Distance [km],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,1000,nearest,1,4,0,1,200,False,none,none,4,29315.1325,3261.2472574090943,26036.46,33720.05,39.0,39,39,4,0.061128526645768025
Taxi Travel Distance [km],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,1000,nearest,1,4,0,1,200,True,past-avg,past-avg,4,114950.175,1758.9802619604995,112833.6,117130.68,39.0,39,39,4,0.061128526645768025
Taxi Travel Distance [km],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,1000,nearest,1,4,0,1,200,True,past-avg-revisit,past-avg-revisit,4,336579.945,12428.922604070145,320951.53,347417.31,39.0,39,39,4,0.061128526645768025
Taxi Travel Distance [km],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,1000,nearest,1,4,0,1,200,True,past-avg-total,past-avg-total,4,136819.9575,3649.592387243385,132599.67,141456.37,39.0,39,39,4,0.061128526645768025
Taxi Travel Distance [km],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,1000,nearest,1,4,0,1,200,True,random,random,4,336579.945,12428.922604070145,320951.53,347417.31,39.0,39,39,4,0.061128526645768025
Taxi Travel Distance [km],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,1000,nearest,1,4,1,1,200,False,none,none,4,29315.1325,3261.2472574090943,26036.46,33720.05,39.0,39,39,4,0.061128526645768025
Taxi Travel Distance [km],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,1000,nearest,1,4,1,1,200,True,past-avg,past-avg,4,114950.175,1758.9802619604995,112833.6,117130.68,39.0,39,39,4,0.061128526645768025
Taxi Travel Distance [km],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,1000,nearest,1,4,1,1,200,True,past-avg-revisit,past-avg-revisit,4,336579.945,12428.922604070145,320951.53,347417.31,39.0,39,39,4,0.061128526645768025
Taxi Travel Distance [km],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,1000,nearest,1,4,1,1,200,True,past-avg-total,past-avg-total,4,136819.9575,3649.592387243385,132599.67,141456.37,39.0,39,39,4,0.061128526645768025
Taxi Travel Distance [km],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,1000,nearest,1,4,1,1,200,True,random,random,4,336579.945,12428.922604070145,320951.53,347417.31,39.0,39,39,4,0.061128526645768025
Taxi Travel Distance [km],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,2000,greedy,1,4,0,1,200,False,none,none,4,65706.20000000001,1763.9178325912321,64098.91,68178.07,39.0,39,39,4,0.061128526645768025
Taxi Travel Distance [km],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,2000,greedy,1,4,0,1,200,True,past-avg,past-avg,4,103310.32250000001,1555.4719030865438,101283.83,104743.07,39.0,39,39,4,0.061128526645768025
Taxi Travel Distance [km],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,2000,greedy,1,4,0,1,200,True,past-avg-revisit,past-avg-revisit,4,143899.1625,6790.6172918145985,139568.16,153943.08,39.0,39,39,4,0.061128526645768025
Taxi Travel Distance [km],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,2000,greedy,1,4,0,1,200,True,past-avg-total,past-avg-total,4,106445.2575,1013.4374506393243,105438.32,107437.81,39.0,39,39,4,0.061128526645768025
Taxi Travel Distance [km],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,2000,greedy,1,4,0,1,200,True,random,random,4,143899.1625,6790.6172918145985,139568.16,153943.08,39.0,39,39,4,0.061128526645768025
Taxi Travel Distance [km],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,2000,greedy,1,4,1,1,200,False,none,none,4,65706.20000000001,1763.9178325912321,64098.91,68178.07,39.0,39,39,4,0.061128526645768025
Taxi Travel Distance [km],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,2000,greedy,1,4,1,1,200,True,past-avg,past-avg,4,103310.32250000001,1555.4719030865438,101283.83,104743.07,39.0,39,39,4,0.061128526645768025
Taxi Travel Distance [km],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,2000,greedy,1,4,1,1,200,True,past-avg-revisit,past-avg-revisit,4,143899.1625,6790.6172918145985,139568.16,153943.08,39.0,39,39,4,0.061128526645768025
Taxi Travel Distance [km],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,2000,greedy,1,4,1,1,200,True,past-avg-total,past-avg-total,4,106445.2575,1013.4374506393243,105438.32,107437.81,39.0,39,39,4,0.061128526645768025
Taxi Travel Distance [km],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,2000,greedy,1,4,1,1,200,True,random,random,4,143899.1625,6790.6172918145985,139568.16,153943.08,39.0,39,39,4,0.061128526645768025
Taxi Travel Distance [km],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,2000,nearest,1,4,0,1,200,False,none,none,4,65706.20000000001,1763.9178325912321,64098.91,68178.07,39.0,39,39,4,0.061128526645768025
Taxi Travel Distance [km],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,2000,nearest,1,4,0,1,200,True,past-avg,past-avg,4,103310.32250000001,1555.4719030865438,101283.83,104743.07,39.0,39,39,4,0.061128526645768025
Taxi Travel Distance [km],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,2000,nearest,1,4,0,1,200,True,past-avg-revisit,past-avg-revisit,4,143899.1625,6790.6172918145985,139568.16,153943.08,39.0,39,39,4,0.061128526645768025
Taxi Travel Distance [km],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,2000,nearest,1,4,0,1,200,True,past-avg-total,past-avg-total,4,106445.2575,1013.4374506393243,105438.32,107437.81,39.0,39,39,4,0.061128526645768025
Taxi Travel Distance [km],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,2000,nearest,1,4,0,1,200,True,random,random,4,143899.1625,6790.6172918145985,139568.16,153943.08,39.0,39,39,4,0.061128526645768025
Taxi Travel Distance [km],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,2000,nearest,1,4,1,1,200,False,none,none,4,65706.20000000001,1763.9178325912321,64098.91,68178.07,39.0,39,39,4,0.061128526645768025
Taxi Travel Distance [km],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,2000,nearest,1,4,1,1,200,True,past-avg,past-avg,4,103310.32250000001,1555.4719030865438,101283.83,104743.07,39.0,39,39,4,0.061128526645768025
Taxi Travel Distance [km],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,2000,nearest,1,4,1,1,200,True,past-avg-revisit,past-avg-revisit,4,143899.1625,6790.6172918145985,139568.16,153943.08,39.0,39,39,4,0.061128526645768025
Taxi Travel Distance [km],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,2000,nearest,1,4,1,1,200,True,past-avg-total,past-avg-total,4,106445.2575,1013.4374506393243,105438.32,107437.81,39.0,39,39,4,0.061128526645768025
Taxi Travel Distance [km],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,2000,nearest,1,4,1,1,200,True,random,random,4,143899.1625,6790.6172918145985,139568.16,153943.08,39.0,39,39,4,0.061128526645768025
Taxi Travel Distance [km],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,3000,greedy,1,4,0,1,200,False,none,none,4,90360.275,749.0927186270063,89406.83,91111.63,39.0,39,39,4,0.061128526645768025
Taxi Travel Distance [km],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,3000,greedy,1,4,0,1,200,True,past-avg,past-avg,4,101125.815,2511.4617956149254,98174.17,103584.08,39.0,39,39,4,0.061128526645768025
Taxi Travel Distance [km],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,3000,greedy,1,4,0,1,200,True,past-avg-revisit,past-avg-revisit,4,105547.8875,2568.348435465552,101892.58,107418.82,39.0,39,39,4,0.061128526645768025
Taxi Travel Distance [km],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,3000,greedy,1,4,0,1,200,True,past-avg-total,past-avg-total,4,103123.8875,1420.3893333255485,101755.8,104376.45,39.0,39,39,4,0.061128526645768025
Taxi Travel Distance [km],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,3000,greedy,1,4,0,1,200,True,random,random,4,105547.8875,2568.348435465552,101892.58,107418.82,39.0,39,39,4,0.061128526645768025
Taxi Travel Distance [km],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,3000,greedy,1,4,1,1,200,False,none,none,4,90360.275,749.0927186270063,89406.83,91111.63,39.0,39,39,4,0.061128526645768025
Taxi Travel Distance [km],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,3000,greedy,1,4,1,1,200,True,past-avg,past-avg,4,101125.815,2511.4617956149254,98174.17,103584.08,39.0,39,39,4,0.061128526645768025
Taxi Travel Distance [km],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,3000,greedy,1,4,1,1,200,True,past-avg-revisit,past-avg-revisit,4,105547.8875,2568.348435465552,101892.58,107418.82,39.0,39,39,4,0.061128526645768025
Taxi Travel Distance [km],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,3000,greedy,1,4,1,1,200,True,past-avg-total,past-avg-total,4,103123.8875,1420.3893333255485,101755.8,104376.45,39.0,39,39,4,0.061128526645768025
Taxi Travel Distance [km],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,3000,greedy,1,4,1,1,200,True,random,random,4,105547.8875,2568.348435465552,101892.58,107418.82,39.0,39,39,4,0.061128526645768025
Taxi Travel Distance [km],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,3000,nearest,1,4,0,1,200,False,none,none,4,90360.275,749.0927186270063,89406.83,91111.63,39.0,39,39,4,0.061128526645768025
Taxi Travel Distance [km],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,3000,nearest,1,4,0,1,200,True,past-avg,past-avg,4,101125.815,2511.4617956149254,98174.17,103584.08,39.0,39,39,4,0.061128526645768025
Taxi Travel Distance [km],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,3000,nearest,1,4,0,1,200,True,past-avg-revisit,past-avg-revisit,4,105547.8875,2568.348435465552,101892.58,107418.82,39.0,39,39,4,0.061128526645768025
Taxi Travel Distance [km],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,3000,nearest,1,4,0,1,200,True,past-avg-total,past-avg-total,4,103123.8875,1420.3893333255485,101755.8,104376.45,39.0,39,39,4,0.061128526645768025
Taxi Travel Distance [km],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,3000,nearest,1,4,0,1,200,True,random,random,4,105547.8875,2568.348435465552,101892.58,107418.82,39.0,39,39,4,0.061128526645768025
Taxi Travel Distance [km],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,3000,nearest,1,4,1,1,200,False,none,none,4,90360.275,749.0927186270063,89406.83,91111.63,39.0,39,39,4,0.061128526645768025
Taxi Travel Distance [km],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,3000,nearest,1,4,1,1,200,True,past-avg,past-avg,4,101125.815,2511.4617956149254,98174.17,103584.08,39.0,39,39,4,0.061128526645768025
Taxi Travel Distance [km],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,3000,nearest,1,4,1,1,200,True,past-avg-revisit,past-avg-revisit,4,105547.8875,2568.348435465552,101892.58,107418.82,39.0,39,39,4,0.061128526645768025
Taxi Travel Distance [km],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,3000,nearest,1,4,1,1,200,True,past-avg-total,past-avg-total,4,103123.8875,1420.3893333255485,101755.8,104376.45,39.0,39,39,4,0.061128526645768025
Taxi Travel Distance [km],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,3000,nearest,1,4,1,1,200,True,random,random,4,105547.8875,2568.348435465552,101892.58,107418.82,39.0,39,39,4,0.061128526645768025
Taxi Travel Distance [km],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,1,15,1000,greedy,1,4,0,1,200,False,none,none,4,29042.8175,3300.8768178508285,25952.16,33720.05,39.0,39,39,4,0.061128526645768025
Taxi Travel Distance [km],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,1,15,1000,greedy,1,4,0,1,200,True,past-avg,past-avg,4,114862.9075,1600.3544437691444,113483.39,117130.68,39.0,39,39,4,0.061128526645768025
Taxi Travel Distance [km],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,1,15,1000,greedy,1,4,0,1,200,True,past-avg-revisit,past-avg-revisit,4,330631.8875,8387.454512390812,320951.53,340385.9,39.0,39,39,4,0.061128526645768025
Taxi Travel Distance [km],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,1,15,1000,greedy,1,4,0,1,200,True,past-avg-total,past-avg-total,4,137435.3725,3856.499557589983,132424.84,141374.7,39.0,39,39,4,0.061128526645768025
Taxi Travel Distance [km],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,1,15,1000,greedy,1,4,0,1,200,True,random,random,4,330631.8875,8387.454512390812,320951.53,340385.9,39.0,39,39,4,0.061128526645768025
Taxi Travel Distance [km],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,1,15,1000,greedy,1,4,1,1,200,False,none,none,4,29046.0975,3299.8408116288997,25952.16,33720.05,39.0,39,39,4,0.061128526645768025
Taxi Travel Distance [km],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,1,15,1000,greedy,1,4,1,1,200,True,past-avg,past-avg,4,114960.9025,1546.7355544797153,113483.39,117130.68,39.0,39,39,4,0.061128526645768025
Taxi Travel Distance [km],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,1,15,1000,greedy,1,4,1,1,200,True,past-avg-revisit,past-avg-revisit,4,330631.8875,8387.454512390812,320951.53,340385.9,39.0,39,39,4,0.061128526645768025
Taxi Travel Distance [km],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,1,15,1000,greedy,1,4,1,1,200,True,past-avg-total,past-avg-total,4,137416.9425,3902.4001265748784,132327.7,141374.7,39.0,39,39,4,0.061128526645768025
Taxi Travel Distance [km],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,1,15,1000,greedy,1,4,1,1,200,True,random,random,4,330631.8875,8387.454512390812,320951.53,340385.9,39.0,39,39,4,0.061128526645768025
Taxi Travel Distance [km],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,1,15,1000,nearest,1,4,0,1,200,False,none,none,4,29042.8175,3300.8768178508285,25952.16,33720.05,39.0,39,39,4,0.061128526645768025
Taxi Travel Distance [km],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,1,15,1000,nearest,1,4,0,1,200,True,past-avg,past-avg,4,114862.9075,1600.3544437691444,113483.39,117130.68,39.0,39,39,4,0.061128526645768025
Taxi Travel Distance [km],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,1,15,1000,nearest,1,4,0,1,200,True,past-avg-revisit,past-avg-revisit,4,330631.8875,8387.454512390812,320951.53,340385.9,39.0,39,39,4,0.061128526645768025
Taxi Travel Distance [km],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,1,15,1000,nearest,1,4,0,1,200,True,past-avg-total,past-avg-total,4,137435.3725,3856.499557589983,132424.84,141374.7,39.0,39,39,4,0.061128526645768025
Taxi Travel Distance [km],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,1,15,1000,nearest,1,4,0,1,200,True,random,random,4,330631.8875,8387.454512390812,320951.53,340385.9,39.0,39,39,4,0.061128526645768025
Taxi Travel Distance [km],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,1,15,1000,nearest,1,4,1,1,200,False,none,none,4,29046.0975,3299.8408116288997,25952.16,33720.05,39.0,39,39,4,0.061128526645768025
Taxi Travel Distance [km],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,1,15,1000,nearest,1,4,1,1,200,True,past-avg,past-avg,4,114960.9025,1546.7355544797153,113483.39,117130.68,39.0,39,39,4,0.061128526645768025
Taxi Travel Distance [km],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,1,15,1000,nearest,1,4,1,1,200,True,past-avg-revisit,past-avg-revisit,4,330631.8875,8387.454512390812,320951.53,340385.9,39.0,39,39,4,0.061128526645768025
Taxi Travel Distance [km],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,1,15,1000,nearest,1,4,1,1,200,True,past-avg-total,past-avg-total,4,137416.9425,3902.4001265748784,132327.7,141374.7,39.0,39,39,4,0.061128526645768025
Taxi Travel Distance [km],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,1,15,1000,nearest,1,4,1,1,200,True,random,random,4,330631.8875,8387.454512390812,320951.53,340385.9,39.0,39,39,4,0.061128526645768025
Taxi Travel Distance [km],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,1,15,2000,greedy,1,4,0,1,200,False,none,none,4,67402.9675,1511.9717289767657,66330.35,69595.87,39.0,39,39,4,0.061128526645768025
Taxi Travel Distance [km],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,1,15,2000,greedy,1,4,0,1,200,True,past-avg,past-avg,4,103606.86,1916.4284938743026,100963.21,105519.89,39.0,39,39,4,0.061128526645768025
Taxi Travel Distance [km],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,1,15,2000,greedy,1,4,0,1,200,True,past-avg-revisit,past-avg-revisit,4,142449.375,4334.125395482537,138383.9,147858.85,39.0,39,39,4,0.061128526645768025
Taxi Travel Distance [km],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,1,15,2000,greedy,1,4,0,1,200,True,past-avg-total,past-avg-total,4,106590.4525,1413.4858272223037,104844.21,108076.7,39.0,39,39,4,0.061128526645768025
Taxi Travel Distance [km],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,1,15,2000,greedy,1,4,0,1,200,True,random,random,4,142449.375,4334.125395482537,138383.9,147858.85,39.0,39,39,4,0.061128526645768025
Taxi Travel Distance [km],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,1,15,2000,greedy,1,4,1,1,200,False,none,none,4,68559.61,868.7517080271022,67672.43,69504.14,39.0,39,39,4,0.061128526645768025
Taxi Travel Distance [km],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,1,15,2000,greedy,1,4,1,1,200,True,past-avg,past-avg,4,103816.085,1981.2203668362215,100963.21,105519.89,39.0,39,39,4,0.061128526645768025
Taxi Travel Distance [km],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,1,15,2000,greedy,1,4,1,1,200,True,past-avg-revisit,past-avg-revisit,4,142781.01,3922.063086650532,139579.62,147813.19,39.0,39,39,4,0.061128526645768025
Taxi Travel Distance [km],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,1,15,2000,greedy,1,4,1,1,200,True,past-avg-total,past-avg-total,4,106590.4525,1413.4858272223037,104844.21,108076.7,39.0,39,39,4,0.061128526645768025
Taxi Travel Distance [km],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,1,15,2000,greedy,1,4,1,1,200,True,random,random,4,142781.01,3922.063086650532,139579.62,147813.19,39.0,39,39,4,0.061128526645768025
Taxi Travel Distance [km],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,1,15,2000,nearest,1,4,0,1,200,False,none,none,4,67402.9675,1511.9717289767657,66330.35,69595.87,39.0,39,39,4,0.061128526645768025
Taxi Travel Distance [km],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,1,15,2000,nearest,1,4,0,1,200,True,past-avg,past-avg,4,103606.86,1916.4284938743026,100963.21,105519.89,39.0,39,39,4,0.061128526645768025
Taxi Travel Distance [km],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,1,15,2000,nearest,1,4,0,1,200,True,past-avg-revisit,past-avg-revisit,4,142449.375,4334.125395482537,138383.9,147858.85,39.0,39,39,4,0.061128526645768025
Taxi Travel Distance [km],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,1,15,2000,nearest,1,4,0,1,200,True,past-avg-total,past-avg-total,4,106590.4525,1413.4858272223037,104844.21,108076.7,39.0,39,39,4,0.061128526645768025
Taxi Travel Distance [km],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,1,15,2000,nearest,1,4,0,1,200,True,random,random,4,142449.375,4334.125395482537,138383.9,147858.85,39.0,39,39,4,0.061128526645768025
Taxi Travel Distance [km],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,1,15,2000,nearest,1,4,1,1,200,False,none,none,4,68559.61,868.7517080271022,67672.43,69504.14,39.0,39,39,4,0.061128526645768025
Taxi Travel Distance [km],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,1,15,2000,nearest,1,4,1,1,200,True,past-avg,past-avg,4,103816.085,1981.2203668362215,100963.21,105519.89,39.0,39,39,4,0.061128526645768025
Taxi Travel Distance [km],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,1,15,2000,nearest,1,4,1,1,200,True,past-avg-revisit,past-avg-revisit,4,142781.01,3922.063086650532,139579.62,147813.19,39.0,39,39,4,0.061128526645768025
Taxi Travel Distance [km],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,1,15,2000,nearest,1,4,1,1,200,True,past-avg-total,past-avg-total,4,106590.4525,1413.4858272223037,104844.21,108076.7,39.0,39,39,4,0.061128526645768025
Taxi Travel Distance [km],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,1,15,2000,nearest,1,4,1,1,200,True,random,random,4,142781.01,3922.063086650532,139579.62,147813.19,39.0,39,39,4,0.061128526645768025
Taxi Travel Distance [km],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,1,15,3000,greedy,1,4,0,1,200,False,none,none,4,90663.9375,1020.177977262634,89550.39,91991.41,39.0,39,39,4,0.061128526645768025
Taxi Travel Distance [km],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,1,15,3000,greedy,1,4,0,1,200,True,past-avg,past-avg,4,100896.275,2320.512774661387,98240.18,103623.91,39.0,39,39,4,0.061128526645768025
