metric,algorithm,taxiCount,clientCount,taxiSeatCount,spawnScenario,kHops,p2pRequestRepublishTicks,p2pRqsRadius,p2pStrategy,p2pOverlayMinNeighbors,p2pOverlayMaxNeighbors,p2pOverlayShortcuts,p2pOverlayMaxDistanceFactor,p2pTopologyScanTicks,idleRoamingEnabled,idleRoamingStrategy,idleRoamingMode,runs,avgMean,avgStd,avgMin,avgMax,sumMean,sumStd,countMean,countMin,countMax,spreadMean,spreadStd,communicationTimeMillisMean,rawRows,servedRatioMean
Simulation Time [millis],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,2,15,2000,nearest,1,4,1,1,2000,True,past-avg-revisit,past-avg-revisit,10,0.014199999999999999,0.00214993539954628,0.011,0.018,1228.1,186.5508271520421,87114.4,86734,87380,42.8,5.769652406245015,,10,
Simulation Time [millis],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,2,15,2000,nearest,1,4,1,1,2000,True,past-avg-total,past-avg-total,10,0.0127,0.000674948557710553,0.011,0.013,1104.0,41.76122603564221,87226.7,86734,87918,43.2,4.8027769744874345,,10,
Simulation Time [millis],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,2,15,2000,nearest,1,4,1,1,2000,True,random,random,10,0.0115,0.0008498365855987976,0.01,0.013,1000.2,65.0039315050337,87164.6,86734,87514,28.6,3.6270588023294508,,10,
Simulation Time [millis],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,2,15,3000,greedy,0,4,0,1,2000,False,none,none,10,0.0126,0.0011737877907772667,0.011,0.015,1096.9,98.53645687426221,87203.5,86818,87437,39.7,5.86988548061677,,10,
Simulation Time [millis],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,2,15,3000,greedy,0,4,0,1,2000,True,past-avg,past-avg,10,0.011899999999999999,0.0007378647873726223,0.011,0.013,1036.2,63.94407278586845,87226.0,86818,87529,40.7,8.00069441430624,,10,
Simulation Time [millis],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,2,15,3000,greedy,0,4,0,1,2000,True,past-avg-revisit,past-avg-revisit,10,0.014499999999999999,0.002415229457698239,0.012,0.019,1262.9,221.99572067947614,87251.2,86833,87616,43.6,10.04655828298096,,10,
Simulation Time [millis],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,2,15,3000,greedy,0,4,0,1,2000,True,past-avg-total,past-avg-total,10,0.0132,0.0010327955589886444,0.012,0.015,1157.8,76.69101062778553,87239.0,86786,87529,43.8,11.545080722493408,,10,
Simulation Time [millis],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,2,15,3000,greedy,0,4,0,1,2000,True,random,random,10,0.0113,0.0004830458915396483,0.011,0.012,992.1,25.348460395938172,87214.4,86763,87502,29.8,3.614784456460256,,10,
Simulation Time [millis],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,2,15,3000,greedy,0,4,1,1,2000,False,none,none,10,0.0113,0.00048304589153964835,0.011,0.012,987.6,36.10232371714842,87207.2,86818,87437,30.7,4.571651780264983,,10,
Simulation Time [millis],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,2,15,3000,greedy,0,4,1,1,2000,True,past-avg,past-avg,10,0.014000000000000002,0.0014907119849998597,0.012,0.016,1212.8,126.77171082961162,87213.3,86853,87459,43.5,8.834905520465714,,10,
Simulation Time [millis],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,2,15,3000,greedy,0,4,1,1,2000,True,past-avg-revisit,past-avg-revisit,10,0.016499999999999997,0.0026352313834736496,0.013,0.022,1442.2,226.6675490178905,87216.5,86749,87437,43.8,2.0439612955674527,,10,
Simulation Time [millis],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,2,15,3000,greedy,0,4,1,1,2000,True,past-avg-total,past-avg-total,10,0.0154,0.002366431913239847,0.013,0.02,1345.7,199.3367056570922,87265.2,87015,87501,41.6,9.868017925489282,,10,
Simulation Time [millis],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,2,15,3000,greedy,0,4,1,1,2000,True,random,random,10,0.011899999999999999,0.0005676462121975471,0.011,0.013,1038.7,42.69543301103761,87182.4,86763,87437,34.6,5.059644256269407,,10,
Simulation Time [millis],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,2,15,3000,greedy,1,4,0,1,2000,False,none,none,10,0.0128,0.001316561177208767,0.011,0.015,1112.1,100.3543167426737,87203.5,86818,87437,39.6,7.618690467819545,,10,
Simulation Time [millis],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,2,15,3000,greedy,1,4,0,1,2000,True,past-avg,past-avg,10,0.0125,0.0007071067811865474,0.012,0.014,1091.9,61.75660108666746,87226.0,86818,87529,43.7,7.689097620801952,,10,
Simulation Time [millis],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,2,15,3000,greedy,1,4,0,1,2000,True,past-avg-revisit,past-avg-revisit,10,0.0125,0.0010801234497346433,0.011,0.014,1089.7,75.91669410903272,87251.2,86833,87616,33.7,4.762119042797836,,10,
Simulation Time [millis],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,2,15,3000,greedy,1,4,0,1,2000,True,past-avg-total,past-avg-total,10,0.0121,0.0005676462121975467,0.011,0.013,1058.3,38.502669460123855,87239.0,86786,87529,31.7,2.584139659108576,,10,
Simulation Time [millis],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,2,15,3000,greedy,1,4,0,1,2000,True,random,random,10,0.011199999999999998,0.00042163702135578415,0.011,0.012,987.9,28.333137254223487,87214.4,86763,87502,29.7,4.738729318662922,,10,
Simulation Time [millis],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,2,15,3000,greedy,1,4,1,1,2000,False,none,none,10,0.0115,0.0005270462766947303,0.011,0.012,982.7,43.43078785070947,87207.2,86818,87437,31.0,4.944132324730441,,10,
Simulation Time [millis],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,2,15,3000,greedy,1,4,1,1,2000,True,past-avg,past-avg,10,0.013800000000000002,0.0013165611772087658,0.012,0.016,1200.1,109.49830034195867,87213.3,86853,87459,41.0,5.887840577551898,,10,
Simulation Time [millis],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,2,15,3000,greedy,1,4,1,1,2000,True,past-avg-revisit,past-avg-revisit,10,0.015,0.0014907119849998597,0.013,0.018,1303.1,131.14322111510162,87216.5,86749,87437,36.0,4.47213595499958,,10,
Simulation Time [millis],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,2,15,3000,greedy,1,4,1,1,2000,True,past-avg-total,past-avg-total,10,0.013900000000000001,0.0015238839267549952,0.012,0.017,1218.2,124.1019294325793,87265.2,87015,87501,78.7,143.65239681645104,,10,
Simulation Time [millis],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,2,15,3000,greedy,1,4,1,1,2000,True,random,random,10,0.012199999999999999,0.0006324555320336759,0.011,0.013,1051.4,45.73401360038284,87182.4,86763,87437,34.9,4.067486256208427,,10,
Simulation Time [millis],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,2,15,3000,nearest,0,4,0,1,2000,False,none,none,10,0.011399999999999999,0.0008432740427115678,0.01,0.013,1005.1,65.50394390162066,87203.5,86818,87437,34.2,11.849050594878898,,10,
Simulation Time [millis],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,2,15,3000,nearest,0,4,0,1,2000,True,past-avg,past-avg,10,0.0118,0.0010327955589886448,0.01,0.013,1032.8,68.0209118172084,87226.0,86818,87529,41.2,6.941021378570864,,10,
Simulation Time [millis],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,2,15,3000,nearest,0,4,0,1,2000,True,past-avg-revisit,past-avg-revisit,10,0.011899999999999999,0.0005676462121975471,0.011,0.013,1033.0,36.92334401612795,87251.2,86833,87616,40.6,4.550946177566936,,10,
Simulation Time [millis],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,2,15,3000,nearest,0,4,0,1,2000,True,past-avg-total,past-avg-total,10,0.0121,0.0007378647873726223,0.011,0.014,1058.7,73.3606767204944,87239.0,86786,87529,43.3,6.549809157525125,,10,
Simulation Time [millis],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,2,15,3000,nearest,0,4,0,1,2000,True,random,random,10,0.011699999999999999,0.0004830458915396483,0.011,0.012,1017.2,40.04941392274743,87214.4,86763,87502,25.0,5.395471352079548,,10,
Simulation Time [millis],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,2,15,3000,nearest,0,4,1,1,2000,False,none,none,10,0.0113,0.00048304589153964856,0.011,0.012,984.5,39.47221244819646,87207.2,86818,87437,28.9,6.1544924874255695,,10,
Simulation Time [millis],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,2,15,3000,nearest,0,4,1,1,2000,True,past-avg,past-avg,10,0.0124,0.0011737877907772672,0.011,0.015,1083.4,97.39518582672466,87213.3,86853,87459,44.7,5.6184220797895446,,10,
Simulation Time [millis],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,2,15,3000,nearest,0,4,1,1,2000,True,past-avg-revisit,past-avg-revisit,10,0.014199999999999999,0.0007888106377466153,0.013,0.015,1239.0,65.67428043847232,87216.5,86749,87437,44.2,13.23967102646017,,10,
Simulation Time [millis],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,2,15,3000,nearest,0,4,1,1,2000,True,past-avg-total,past-avg-total,10,0.0147,0.002057506581601463,0.013,0.019,1286.1,179.60973123847035,87265.2,87015,87501,48.9,10.375719519896226,,10,
Simulation Time [millis],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,2,15,3000,nearest,0,4,1,1,2000,True,random,random,10,0.0118,0.0009189365834726817,0.011,0.013,1029.9,73.49444423446803,87182.4,86763,87437,32.0,2.449489742783178,,10,
Simulation Time [millis],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,2,15,3000,nearest,1,4,0,1,2000,False,none,none,10,0.0137,0.0009486832980505139,0.012,0.015,1195.9,80.03950413528447,87203.5,86818,87437,46.5,7.367345368433449,,10,
Simulation Time [millis],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,2,15,3000,nearest,1,4,0,1,2000,True,past-avg,past-avg,10,0.0124,0.0008432740427115679,0.011,0.014,1084.8,80.16205807958998,87226.0,86818,87529,45.2,7.714344503009385,,10,
Simulation Time [millis],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,2,15,3000,nearest,1,4,0,1,2000,True,past-avg-revisit,past-avg-revisit,10,0.0124,0.0010749676997731398,0.011,0.014,1082.3,100.19985584376411,87251.2,86833,87616,39.8,6.0332412515993425,,10,
Simulation Time [millis],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,2,15,3000,nearest,1,4,0,1,2000,True,past-avg-total,past-avg-total,10,0.013600000000000001,0.0008432740427115678,0.012,0.015,1186.7,61.12655360443249,87239.0,86786,87529,44.0,11.015141094572204,,10,
Simulation Time [millis],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,2,15,3000,nearest,1,4,0,1,2000,True,random,random,10,0.0115,0.0005270462766947305,0.011,0.012,998.8,24.47129838084699,87214.4,86763,87502,28.5,5.38000413052299,,10,
Simulation Time [millis],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,2,15,3000,nearest,1,4,1,1,2000,False,none,none,10,0.011,0.0,0.011,0.011,962.3,20.709901013766363,87207.2,86818,87437,29.9,3.212821536005731,,10,
Simulation Time [millis],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,2,15,3000,nearest,1,4,1,1,2000,True,past-avg,past-avg,10,0.0126,0.0009660917830792964,0.011,0.014,1107.5,85.85032194335544,87213.3,86853,87459,41.4,8.87192826341101,,10,
Simulation Time [millis],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,2,15,3000,nearest,1,4,1,1,2000,True,past-avg-revisit,past-avg-revisit,10,0.0153,0.0015670212364724213,0.014,0.019,1329.6,138.93339731284516,87216.5,86749,87437,42.1,12.853447440710648,,10,
Simulation Time [millis],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,2,15,3000,nearest,1,4,1,1,2000,True,past-avg-total,past-avg-total,10,0.0142,0.0009189365834726814,0.013,0.016,1232.6,84.91590611370235,87265.2,87015,87501,47.2,11.669523459755235,,10,
Simulation Time [millis],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,2,15,3000,nearest,1,4,1,1,2000,True,random,random,10,0.0116,0.0005163977794943222,0.011,0.012,1035.9,48.04962712307628,87182.4,86763,87437,35.9,4.121757985239901,,10,
Simulation Time [millis],TaxiAlgorithmP2PCollector,39,638,1,RUSH_HOUR,0,15,1000,greedy,0,4,0,1,2000,False,none,none,10,0.0248,0.0013984117975602026,0.023,0.027,2179.1,155.6494994102669,87564.4,86402,89887,34.6,3.025814858109392,,10,
Simulation Time [millis],TaxiAlgorithmP2PCollector,39,638,1,RUSH_HOUR,0,15,1000,greedy,0,4,0,1,2000,True,past-avg,past-avg,10,0.0199,0.001100504934614613,0.018,0.021,1743.6,100.65805702696852,87262.4,86411,88716,49.2,1.5491933384829668,,10,
Simulation Time [millis],TaxiAlgorithmP2PCollector,39,638,1,RUSH_HOUR,0,15,1000,greedy,0,4,0,1,2000,True,past-avg-revisit,past-avg-revisit,10,0.0259,0.001523883926754995,0.023,0.028,2260.8,135.8935858187084,87488.1,86379,89809,51.9,2.7264140062238043,,10,
Simulation Time [millis],TaxiAlgorithmP2PCollector,39,638,1,RUSH_HOUR,0,15,1000,greedy,0,4,0,1,2000,True,past-avg-total,past-avg-total,10,0.020300000000000002,0.0013374935098492582,0.017,0.022,1768.1,107.21675864030459,87244.3,86420,88716,40.2,14.778362561528933,,10,
Simulation Time [millis],TaxiAlgorithmP2PCollector,39,638,1,RUSH_HOUR,0,15,1000,greedy,0,4,0,1,2000,True,random,random,10,0.016,0.0008164965809277267,0.015,0.017,1400.9,69.0723453263959,86760.9,86089,87173,40.8,14.358891941155411,,10,
Simulation Time [millis],TaxiAlgorithmP2PCollector,39,638,1,RUSH_HOUR,0,15,1000,greedy,0,4,1,1,2000,False,none,none,10,0.0248,0.0012292725943057184,0.023,0.027,2183.1,114.28468352709774,87564.4,86402,89887,31.3,5.478239782184704,,10,
Simulation Time [millis],TaxiAlgorithmP2PCollector,39,638,1,RUSH_HOUR,0,15,1000,greedy,0,4,1,1,2000,True,past-avg,past-avg,10,0.020200000000000003,0.001316561177208767,0.017,0.022,1752.5,101.74614379807116,87262.4,86411,88716,52.5,1.7159383568311675,,10,
Simulation Time [millis],TaxiAlgorithmP2PCollector,39,638,1,RUSH_HOUR,0,15,1000,greedy,0,4,1,1,2000,True,past-avg-revisit,past-avg-revisit,10,0.0257,0.0018885620632287054,0.023,0.029,2258.4,169.3505240617814,87488.1,86379,89809,52.8,1.1352924243950933,,10,
Simulation Time [millis],TaxiAlgorithmP2PCollector,39,638,1,RUSH_HOUR,0,15,1000,greedy,0,4,1,1,2000,True,past-avg-total,past-avg-total,10,0.0205,0.0011785113019775787,0.018,0.022,1782.6,93.32166593740882,87244.3,86420,88716,51.1,0.8755950357709129,,10,
Simulation Time [millis],TaxiAlgorithmP2PCollector,39,638,1,RUSH_HOUR,0,15,1000,greedy,0,4,1,1,2000,True,random,random,10,0.016900000000000002,0.0009944289260117528,0.016,0.019,1470.1,78.32191406127804,86760.9,86089,87173,47.2,1.4757295747452432,,10,
Simulation Time [millis],TaxiAlgorithmP2PCollector,39,638,1,RUSH_HOUR,0,15,1000,greedy,1,4,0,1,2000,False,none,none,10,0.023899999999999998,0.001595131481867387,0.022,0.026,2090.8,146.6824233960338,87564.4,86402,89887,35.2,5.138093031466052,,10,
Simulation Time [millis],TaxiAlgorithmP2PCollector,39,638,1,RUSH_HOUR,0,15,1000,greedy,1,4,0,1,2000,True,past-avg,past-avg,10,0.02,0.000942809041582064,0.018,0.021,1746.3,85.33209634520098,87262.4,86411,88716,50.8,3.011090610836322,,10,
Simulation Time [millis],TaxiAlgorithmP2PCollector,39,638,1,RUSH_HOUR,0,15,1000,greedy,1,4,0,1,2000,True,past-avg-revisit,past-avg-revisit,10,0.0256,0.0018378731669453628,0.024,0.029,2241.1,168.45668747650097,87488.1,86379,89809,53.6,2.221110833194357,,10,
Simulation Time [millis],TaxiAlgorithmP2PCollector,39,638,1,RUSH_HOUR,0,15,1000,greedy,1,4,0,1,2000,True,past-avg-total,past-avg-total,10,0.0205,0.0008498365855987973,0.019,0.022,1789.1,79.85883378395489,87244.3,86420,88716,50.7,2.1108186931983424,,10,
Simulation Time [millis],TaxiAlgorithmP2PCollector,39,638,1,RUSH_HOUR,0,15,1000,greedy,1,4,0,1,2000,True,random,random,10,0.0166,0.0006992058987801007,0.016,0.018,1445.9,64.02508189070215,86760.9,86089,87173,47.8,2.529822128134704,,10,
Simulation Time [millis],TaxiAlgorithmP2PCollector,39,638,1,RUSH_HOUR,0,15,1000,greedy,1,4,1,1,2000,False,none,none,10,0.0243,0.0014944341180973262,0.023,0.027,2127.1,152.6407911113904,87564.4,86402,89887,35.2,3.614784456460256,,10,
Simulation Time [millis],TaxiAlgorithmP2PCollector,39,638,1,RUSH_HOUR,0,15,1000,greedy,1,4,1,1,2000,True,past-avg,past-avg,10,0.0205,0.0014337208778404374,0.017,0.022,1780.1,132.20644630442365,87262.4,86411,88716,43.1,15.573838462127583,,10,
Simulation Time [millis],TaxiAlgorithmP2PCollector,39,638,1,RUSH_HOUR,0,15,1000,greedy,1,4,1,1,2000,True,past-avg-revisit,past-avg-revisit,10,0.0261,0.0019692073983655907,0.024,0.03,2293.3,171.4370956875373,87488.1,86379,89809,51.4,1.837873166945363,,10,
Simulation Time [millis],TaxiAlgorithmP2PCollector,39,638,1,RUSH_HOUR,0,15,1000,greedy,1,4,1,1,2000,True,past-avg-total,past-avg-total,10,0.0204,0.0009660917830792963,0.019,0.022,1782.4,95.75686804494903,87244.3,86420,88716,48.4,2.7162065049951147,,10,
Simulation Time [millis],TaxiAlgorithmP2PCollector,39,638,1,RUSH_HOUR,0,15,1000,greedy,1,4,1,1,2000,True,random,random,10,0.016800000000000002,0.0006324555320336762,0.016,0.018,1455.1,69.49252557729581,86760.9,86089,87173,44.7,2.5841396591085766,,10,
Simulation Time [millis],TaxiAlgorithmP2PCollector,39,638,1,RUSH_HOUR,0,15,1000,nearest,0,4,0,1,2000,False,none,none,10,0.027500000000000004,0.001509230856356237,0.025,0.03,2405.3,166.3056423175914,87564.4,86402,89887,24.0,1.763834207376394,,10,
Simulation Time [millis],TaxiAlgorithmP2PCollector,39,638,1,RUSH_HOUR,0,15,1000,nearest,0,4,0,1,2000,True,past-avg,past-avg,10,0.0215,0.0017159383568311666,0.018,0.024,1871.7,148.1688601262462,87262.4,86411,88716,57.4,3.8355066303046734,,10,
Simulation Time [millis],TaxiAlgorithmP2PCollector,39,638,1,RUSH_HOUR,0,15,1000,nearest,0,4,0,1,2000,True,past-avg-revisit,past-avg-revisit,10,0.0268,0.0019321835661585914,0.024,0.029,2358.6,173.9113439530485,87488.1,86379,89809,55.9,3.5730472522297645,,10,
Simulation Time [millis],TaxiAlgorithmP2PCollector,39,638,1,RUSH_HOUR,0,15,1000,nearest,0,4,0,1,2000,True,past-avg-total,past-avg-total,10,0.020700000000000003,0.0010593499054713806,0.019,0.023,1805.8,83.07667141462358,87244.3,86420,88716,51.6,1.2649110640673518,,10,
Simulation Time [millis],TaxiAlgorithmP2PCollector,39,638,1,RUSH_HOUR,0,15,1000,nearest,0,4,0,1,2000,True,random,random,10,0.017,0.0009428090415820636,0.016,0.019,1476.4,77.06014966678086,86760.9,86089,87173,48.6,1.7126976771553502,,10,
Simulation Time [millis],TaxiAlgorithmP2PCollector,39,638,1,RUSH_HOUR,0,15,1000,nearest,0,4,1,1,2000,False,none,none,10,0.0242,0.0010327955589886448,0.023,0.026,2121.3,121.87247433280413,87564.4,86402,89887,32.0,2.9439202887759492,,10,
Simulation Time [millis],TaxiAlgorithmP2PCollector,39,638,1,RUSH_HOUR,0,15,1000,nearest,0,4,1,1,2000,True,past-avg,past-avg,10,0.020300000000000002,0.0012516655570345722,0.018,0.022,1776.7,132.99461141966117,87262.4,86411,88716,44.6,2.118699810942761,,10,
Simulation Time [millis],TaxiAlgorithmP2PCollector,39,638,1,RUSH_HOUR,0,15,1000,nearest,0,4,1,1,2000,True,past-avg-revisit,past-avg-revisit,10,0.026600000000000002,0.0016465452046971285,0.024,0.028,2334.6,166.46200767742772,87488.1,86379,89809,51.3,4.1646661864361265,,10,
Simulation Time [millis],TaxiAlgorithmP2PCollector,39,638,1,RUSH_HOUR,0,15,1000,nearest,0,4,1,1,2000,True,past-avg-total,past-avg-total,10,0.020700000000000003,0.0009486832980505131,0.019,0.022,1800.2,85.60607455081677,87244.3,86420,88716,49.7,2.830390628713838,,10,
Simulation Time [millis],TaxiAlgorithmP2PCollector,39,638,1,RUSH_HOUR,0,15,1000,nearest,0,4,1,1,2000,True,random,random,10,0.0167,0.0009486832980505136,0.015,0.018,1441.9,68.4632099094916,86760.9,86089,87173,42.5,14.96848541287847,,10,
Simulation Time [millis],TaxiAlgorithmP2PCollector,39,638,1,RUSH_HOUR,0,15,1000,nearest,1,4,0,1,2000,False,none,none,10,0.023899999999999998,0.0011972189997378644,0.022,0.026,2082.0,116.62094342117307,87564.4,86402,89887,35.6,2.796823595120401,,10,
Simulation Time [millis],TaxiAlgorithmP2PCollector,39,638,1,RUSH_HOUR,0,15,1000,nearest,1,4,0,1,2000,True,past-avg,past-avg,10,0.0204,0.0011737877907772676,0.018,0.022,1778.7,107.81264613516669,87262.4,86411,88716,53.0,3.559026084010437,,10,
Simulation Time [millis],TaxiAlgorithmP2PCollector,39,638,1,RUSH_HOUR,0,15,1000,nearest,1,4,0,1,2000,True,past-avg-revisit,past-avg-revisit,10,0.0256,0.0021186998109427604,0.022,0.029,2230.9,175.12436850548374,87488.1,86379,89809,52.7,1.8885620632287068,,10,
Simulation Time [millis],TaxiAlgorithmP2PCollector,39,638,1,RUSH_HOUR,0,15,1000,nearest,1,4,0,1,2000,True,past-avg-total,past-avg-total,10,0.0204,0.0010749676997731403,0.018,0.022,1779.3,103.2376438665234,87244.3,86420,88716,50.5,1.7795130420052183,,10,
Simulation Time [millis],TaxiAlgorithmP2PCollector,39,638,1,RUSH_HOUR,0,15,1000,nearest,1,4,0,1,2000,True,random,random,10,0.0166,0.0006992058987801009,0.016,0.018,1443.8,59.84944072884521,86760.9,86089,87173,40.5,14.424131015612536,,10,
Simulation Time [millis],TaxiAlgorithmP2PCollector,39,638,1,RUSH_HOUR,0,15,1000,nearest,1,4,1,1,2000,False,none,none,10,0.0236,0.0016465452046971292,0.021,0.026,2054.4,145.50616634508808,87564.4,86402,89887,35.8,1.4757295747452432,,10,
Simulation Time [millis],TaxiAlgorithmP2PCollector,39,638,1,RUSH_HOUR,0,15,1000,nearest,1,4,1,1,2000,True,past-avg,past-avg,10,0.0206,0.0015055453054181622,0.018,0.024,1787.3,133.40169081054074,87262.4,86411,88716,50.5,2.1213203435596424,,10,
Simulation Time [millis],TaxiAlgorithmP2PCollector,39,638,1,RUSH_HOUR,0,15,1000,nearest,1,4,1,1,2000,True,past-avg-revisit,past-avg-revisit,10,0.026000000000000002,0.0011547005383792518,0.024,0.028,2273.1,107.29238349275109,87488.1,86379,89809,52.5,0.9718253158075503,,10,
Simulation Time [millis],TaxiAlgorithmP2PCollector,39,638,1,RUSH_HOUR,0,15,1000,nearest,1,4,1,1,2000,True,past-avg-total,past-avg-total,10,0.02,0.0008164965809277268,0.018,0.021,1749.4,82.44082052532524,87244.3,86420,88716,51.9,2.46981780704569,,10,
Simulation Time [millis],TaxiAlgorithmP2PCollector,39,638,1,RUSH_HOUR,0,15,1000,nearest,1,4,1,1,2000,True,random,random,10,0.016300000000000002,0.0006749485577105536,0.015,0.017,1415.9,67.8567936498951,86760.9,86089,87173,45.7,2.4966644414765335,,10,
Simulation Time [millis],TaxiAlgorithmP2PCollector,39,638,1,RUSH_HOUR,0,15,2000,greedy,0,4,0,1,2000,False,none,none,10,0.0128,0.0007888106377466159,0.012,0.014,1126.4,59.00885056027143,86969.6,86252,88046,44.6,15.945741333242136,,10,
Simulation Time [millis],TaxiAlgorithmP2PCollector,39,638,1,RUSH_HOUR,0,15,2000,greedy,0,4,0,1,2000,True,past-avg,past-avg,10,0.0121,0.0007378647873726218,0.011,0.013,1059.1,57.67042376970868,86841.8,86268,87336,57.1,5.279941077112299,,10,
Simulation Time [millis],TaxiAlgorithmP2PCollector,39,638,1,RUSH_HOUR,0,15,2000,greedy,0,4,0,1,2000,True,past-avg-revisit,past-avg-revisit,10,0.0132,0.0009189365834726811,0.012,0.015,1145.5,81.20515856629906,86930.9,86300,88165,62.5,6.168918507773914,,10,
Simulation Time [millis],TaxiAlgorithmP2PCollector,39,638,1,RUSH_HOUR,0,15,2000,greedy,0,4,0,1,2000,True,past-avg-total,past-avg-total,10,0.0124,0.0006992058987801009,0.012,0.014,1093.2,46.379593213682526,86834.0,86252,87336,61.4,4.376706016578627,,10,
Simulation Time [millis],TaxiAlgorithmP2PCollector,39,638,1,RUSH_HOUR,0,15,2000,greedy,0,4,0,1,2000,True,random,random,10,0.0116,0.0008432740427115679,0.01,0.013,1014.0,63.32105144069826,86873.4,86281,87483,52.7,19.189406799933483,,10,
Simulation Time [millis],TaxiAlgorithmP2PCollector,39,638,1,RUSH_HOUR,0,15,2000,greedy,0,4,1,1,2000,False,none,none,10,0.0127,0.0009486832980505135,0.012,0.014,1116.2,69.93457259785353,86969.6,86252,88046,45.0,15.570627618835552,,10,
Simulation Time [millis],TaxiAlgorithmP2PCollector,39,638,1,RUSH_HOUR,0,15,2000,greedy,0,4,1,1,2000,True,past-avg,past-avg,10,0.0124,0.0006992058987801006,0.011,0.013,1066.6,68.90605520884537,86841.8,86268,87336,53.1,18.95872710213777,,10,
Simulation Time [millis],TaxiAlgorithmP2PCollector,39,638,1,RUSH_HOUR,0,15,2000,greedy,0,4,1,1,2000,True,past-avg-revisit,past-avg-revisit,10,0.013300000000000001,0.0009486832980505136,0.012,0.015,1138.3,90.5993009538889,86930.9,86300,88165,58.0,20.292308340299233,,10,
Simulation Time [millis],TaxiAlgorithmP2PCollector,39,638,1,RUSH_HOUR,0,15,2000,greedy,0,4,1,1,2000,True,past-avg-total,past-avg-total,10,0.0129,0.0007378647873726216,0.012,0.014,1112.6,69.42333901506034,86834.0,86252,87336,57.0,20.504741998972932,,10,
Simulation Time [millis],TaxiAlgorithmP2PCollector,39,638,1,RUSH_HOUR,0,15,2000,greedy,0,4,1,1,2000,True,random,random,10,0.0118,0.0007888106377466156,0.01,0.013,1012.5,55.34788965162891,86873.4,86281,87483,49.1,25.35722557554136,,10,
Simulation Time [millis],TaxiAlgorithmP2PCollector,39,638,1,RUSH_HOUR,0,15,2000,greedy,1,4,0,1,2000,False,none,none,10,0.013000000000000001,0.0010540925533894599,0.012,0.015,1118.0,98.74546403084378,86969.6,86252,88046,46.8,2.6997942308422123,,10,
Simulation Time [millis],TaxiAlgorithmP2PCollector,39,638,1,RUSH_HOUR,0,15,2000,greedy,1,4,0,1,2000,True,past-avg,past-avg,10,0.0123,0.0004830458915396475,0.012,0.013,1061.4,49.2526367032489,86841.8,86268,87336,47.1,24.736163360104527,,10,
Simulation Time [millis],TaxiAlgorithmP2PCollector,39,638,1,RUSH_HOUR,0,15,2000,greedy,1,4,0,1,2000,True,past-avg-revisit,past-avg-revisit,10,0.0132,0.0010327955589886442,0.012,0.015,1153.7,85.2422039446032,86930.9,86300,88165,60.2,20.09311656596192,,10,
Simulation Time [millis],TaxiAlgorithmP2PCollector,39,638,1,RUSH_HOUR,0,15,2000,greedy,1,4,0,1,2000,True,past-avg-total,past-avg-total,10,0.0124,0.000699205898780101,0.012,0.014,1073.4,53.36499060453607,86834.0,86252,87336,62.1,6.279596590015423,,10,
