metric,variant_k,spawnScenario,count,mean,median,std,min,max
Taxi Travel Distance [km],P2PCollector+nearest (k=10),BASELINE,60,23.94816666666667,10.059999999999999,26.544904359017355,0.0,89.87
Taxi Travel Distance [km],P2PCollector+nearest (k=10),RUSH_HOUR,60,22.860666666666663,11.215,24.044774538324745,0.0,86.96
Taxi Travel Distance [km],P2PCollector+nearest (k=10),SPATIAL_IMBALANCE,60,17.47683333333333,8.48,18.06516391925018,0.0,72.4
Taxi Travel Distance [km],P2PCollector+nearest (k=10),SPATIAL_ISLANDS,60,18.514166666666664,9.515,18.56812589610985,0.0,68.5
Taxi Travel Distance [km],P2PCollector+nearest (k=2),BASELINE,60,23.91433333333333,10.059999999999999,26.513756350604286,0.0,95.04
Taxi Travel Distance [km],P2PCollector+nearest (k=2),RUSH_HOUR,60,22.638666666666666,11.215,23.60580899971601,0.0,81.45
Taxi Travel Distance [km],P2PCollector+nearest (k=2),SPATIAL_IMBALANCE,60,17.462833333333332,8.48,18.02215285505795,0.0,71.56
Taxi Travel Distance [km],P2PCollector+nearest (k=2),SPATIAL_ISLANDS,60,18.45133333333333,9.515,18.421271001500802,0.0,68.5
Taxi Travel Distance [km],P2PCollector+nearest (k=3),BASELINE,60,23.94816666666667,10.059999999999999,26.544904359017355,0.0,89.87
Taxi Travel Distance [km],P2PCollector+nearest (k=3),RUSH_HOUR,60,22.826,11.215,23.99783014202375,0.0,86.96
Taxi Travel Distance [km],P2PCollector+nearest (k=3),SPATIAL_IMBALANCE,60,17.47683333333333,8.48,18.06516391925018,0.0,72.4
Taxi Travel Distance [km],P2PCollector+nearest (k=3),SPATIAL_ISLANDS,60,18.514166666666664,9.515,18.56812589610985,0.0,68.5
Taxi Travel Distance [km],VehicleRouting,BASELINE,20,191.26100000000002,198.015,72.82362332881303,106.42,290.27
Taxi Travel Distance [km],VehicleRouting,RUSH_HOUR,20,197.239,196.82999999999998,72.73581423639651,98.81,306.44
Taxi Travel Distance [km],VehicleRouting,SPATIAL_IMBALANCE,20,176.04649999999998,181.13,65.22196693841569,87.93,273.53
Taxi Travel Distance [km],VehicleRouting,SPATIAL_ISLANDS,20,197.18,202.34,70.34107724060259,111.43,316.43
