algorithm,kHops,p2pRqsRadius,taxiCount,clientCount,taxiSeatCount,p2pStrategy,p2pOverlayMinNeighbors,p2pOverlayMaxNeighbors,p2pOverlayShortcuts,idleRoamingEnabled,idleRoamingStrategy,idleRoamingMode,spawnScenario,metric,runs,avgOfAvg,stdDevOfAvg,minAvg,maxAvg,avgSpread,minSpread,maxSpread
TaxiAlgorithmP2PCollector,0,1000,60,800,1,nearest,1,4,1,true,past-avg,past-avg,BASELINE,Client Travel Time [min],1,326.95,0.0,326.95,326.95,1793.0,1793.0,1793.0
TaxiAlgorithmP2PCollector,0,1000,60,800,1,nearest,1,4,1,true,past-avg,past-avg,BASELINE,Calculation Time [millis],1,0.46,0.0,0.46,0.46,7.0,7.0,7.0
TaxiAlgorithmP2PCollector,0,1000,60,800,1,nearest,1,4,1,true,past-avg,past-avg,BASELINE,Custom Time [micros],1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TaxiAlgorithmP2PCollector,0,1000,60,800,1,nearest,1,4,1,true,past-avg,past-avg,RUSH_HOUR,Taxi Travel Distance [km],1,151.55,0.0,151.55,151.55,307.6,307.6,307.6
TaxiAlgorithmP2PCollector,0,1000,60,800,1,nearest,1,4,1,true,past-avg,past-avg,RUSH_HOUR,Client Waiting Time [min],1,2.31,0.0,2.31,2.31,40.6,40.6,40.6
TaxiAlgorithmP2PCollector,0,1000,60,800,1,nearest,1,4,1,true,past-avg,past-avg,RUSH_HOUR,Client Travel Time [min],1,368.96,0.0,368.96,368.96,2632.0,2632.0,2632.0
TaxiAlgorithmP2PCollector,0,1000,60,800,1,nearest,1,4,1,true,past-avg,past-avg,RUSH_HOUR,Calculation Time [millis],1,0.45,0.0,0.45,0.45,7.0,7.0,7.0
TaxiAlgorithmP2PCollector,0,1000,60,800,1,nearest,1,4,1,true,past-avg,past-avg,RUSH_HOUR,Custom Time [micros],1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TaxiAlgorithmP2PCollector,0,1000,60,800,1,nearest,1,4,1,true,past-avg,past-avg,SPATIAL_IMBALANCE,Taxi Travel Distance [km],1,145.08,0.0,145.08,145.08,326.73,326.73,326.73
TaxiAlgorithmP2PCollector,0,1000,60,800,1,nearest,1,4,1,true,past-avg,past-avg,SPATIAL_IMBALANCE,Client Waiting Time [min],1,1.01,0.0,1.01,1.01,55.839999999999996,55.839999999999996,55.839999999999996
TaxiAlgorithmP2PCollector,0,1000,60,800,1,nearest,1,4,1,true,past-avg,past-avg,SPATIAL_IMBALANCE,Client Travel Time [min],1,262.81,0.0,262.81,262.81,3371.0,3371.0,3371.0
TaxiAlgorithmP2PCollector,0,1000,60,800,1,nearest,1,4,1,true,past-avg,past-avg,SPATIAL_IMBALANCE,Calculation Time [millis],1,0.31,0.0,0.31,0.31,9.0,9.0,9.0
TaxiAlgorithmP2PCollector,0,1000,60,800,1,nearest,1,4,1,true,past-avg,past-avg,SPATIAL_IMBALANCE,Custom Time [micros],1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TaxiAlgorithmP2PCollector,0,1000,60,800,1,nearest,1,4,1,true,past-avg,past-avg,SPATIAL_ISLANDS,Taxi Travel Distance [km],1,151.64,0.0,151.64,151.64,406.45,406.45,406.45
TaxiAlgorithmP2PCollector,0,1000,60,800,1,nearest,1,4,1,true,past-avg,past-avg,SPATIAL_ISLANDS,Client Waiting Time [min],1,0.85,0.0,0.85,0.85,25.83,25.83,25.83
TaxiAlgorithmP2PCollector,0,1000,60,800,1,nearest,1,4,1,true,past-avg,past-avg,SPATIAL_ISLANDS,Client Travel Time [min],1,277.82,0.0,277.82,277.82,1759.0,1759.0,1759.0
TaxiAlgorithmP2PCollector,0,1000,60,800,1,nearest,1,4,1,true,past-avg,past-avg,SPATIAL_ISLANDS,Calculation Time [millis],1,0.36,0.0,0.36,0.36,30.0,30.0,30.0
TaxiAlgorithmP2PCollector,0,1000,60,800,1,nearest,1,4,1,true,past-avg,past-avg,SPATIAL_ISLANDS,Custom Time [micros],1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TaxiAlgorithmP2PCollector,0,2000,60,800,1,nearest,1,4,0,false,none,none,BASELINE,Taxi Travel Distance [km],1,86.03,0.0,86.03,86.03,322.17,322.17,322.17
TaxiAlgorithmP2PCollector,0,2000,60,800,1,nearest,1,4,0,false,none,none,BASELINE,Client Waiting Time [min],1,1.86,0.0,1.86,1.86,61.27,61.27,61.27
TaxiAlgorithmP2PCollector,0,2000,60,800,1,nearest,1,4,0,false,none,none,BASELINE,Client Travel Time [min],1,342.88,0.0,342.88,342.88,3748.0,3748.0,3748.0
TaxiAlgorithmP2PCollector,0,2000,60,800,1,nearest,1,4,0,false,none,none,BASELINE,Calculation Time [millis],1,0.12,0.0,0.12,0.12,6.0,6.0,6.0
TaxiAlgorithmP2PCollector,0,2000,60,800,1,nearest,1,4,0,false,none,none,BASELINE,Custom Time [micros],1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TaxiAlgorithmP2PCollector,0,2000,60,800,1,nearest,1,4,0,false,none,none,RUSH_HOUR,Taxi Travel Distance [km],1,86.61,0.0,86.61,86.61,239.19,239.19,239.19
TaxiAlgorithmP2PCollector,0,2000,60,800,1,nearest,1,4,0,false,none,none,RUSH_HOUR,Client Waiting Time [min],1,1.67,0.0,1.67,1.67,51.39,51.39,51.39
