metric,taxiCount,clientCount,spawnScenario,factor,level,count,mean,std,min,max,note
Calculation Time [millis],39,638,SPATIAL_IMBALANCE,p2pOverlayShortcuts,0,1800,0.01213888888888889,0.009078230739617945,0.004,0.036,descriptive marginal screen; crossed factors and repeated seeds not modeled
Calculation Time [millis],39,638,SPATIAL_IMBALANCE,p2pOverlayShortcuts,1,1800,0.012202777777777778,0.009144658759654358,0.004,0.034,descriptive marginal screen; crossed factors and repeated seeds not modeled
Calculation Time [millis],39,638,SPATIAL_IMBALANCE,idleRoamingMode,none,720,0.018822222222222223,0.01005515004078805,0.004,0.036,descriptive marginal screen; crossed factors and repeated seeds not modeled
Calculation Time [millis],39,638,SPATIAL_IMBALANCE,idleRoamingMode,past-avg,720,0.006984722222222222,0.0027106219601615803,0.004,0.017,descriptive marginal screen; crossed factors and repeated seeds not modeled
Calculation Time [millis],39,638,SPATIAL_IMBALANCE,idleRoamingMode,past-avg-revisit,720,0.01986388888888889,0.010589354950280008,0.004,0.035,descriptive marginal screen; crossed factors and repeated seeds not modeled
Calculation Time [millis],39,638,SPATIAL_IMBALANCE,idleRoamingMode,past-avg-total,720,0.007169444444444444,0.002945808124192545,0.004,0.021,descriptive marginal screen; crossed factors and repeated seeds not modeled
Calculation Time [millis],39,638,SPATIAL_IMBALANCE,idleRoamingMode,random,720,0.00801388888888889,0.003650949370905698,0.004,0.03,descriptive marginal screen; crossed factors and repeated seeds not modeled
Calculation Time [millis],39,638,SPATIAL_ISLANDS,kHops,0,1200,0.0119575,0.008420101474489511,0.004,0.031,descriptive marginal screen; crossed factors and repeated seeds not modeled
Calculation Time [millis],39,638,SPATIAL_ISLANDS,kHops,1,1200,0.013029166666666666,0.008754552213521343,0.004,0.033,descriptive marginal screen; crossed factors and repeated seeds not modeled
Calculation Time [millis],39,638,SPATIAL_ISLANDS,kHops,2,1200,0.013414166666666668,0.009155006522439547,0.004,0.033,descriptive marginal screen; crossed factors and repeated seeds not modeled
Calculation Time [millis],39,638,SPATIAL_ISLANDS,p2pRqsRadius,1000,1200,0.018000000000000002,0.00891587969630399,0.006,0.033,descriptive marginal screen; crossed factors and repeated seeds not modeled
Calculation Time [millis],39,638,SPATIAL_ISLANDS,p2pRqsRadius,2000,1200,0.0132125,0.00929171442993916,0.004,0.032,descriptive marginal screen; crossed factors and repeated seeds not modeled
Calculation Time [millis],39,638,SPATIAL_ISLANDS,p2pRqsRadius,3000,1200,0.007188333333333333,0.002813561324785576,0.004,0.017,descriptive marginal screen; crossed factors and repeated seeds not modeled
Calculation Time [millis],39,638,SPATIAL_ISLANDS,p2pStrategy,greedy,1800,0.012786111111111111,0.008812374844759262,0.004,0.033,descriptive marginal screen; crossed factors and repeated seeds not modeled
Calculation Time [millis],39,638,SPATIAL_ISLANDS,p2pStrategy,nearest,1800,0.012814444444444444,0.008791767602011813,0.004,0.032,descriptive marginal screen; crossed factors and repeated seeds not modeled
Calculation Time [millis],39,638,SPATIAL_ISLANDS,p2pOverlayShortcuts,0,1800,0.012787222222222222,0.00881044613803733,0.004,0.033,descriptive marginal screen; crossed factors and repeated seeds not modeled
Calculation Time [millis],39,638,SPATIAL_ISLANDS,p2pOverlayShortcuts,1,1800,0.012813333333333333,0.008793703846987737,0.004,0.033,descriptive marginal screen; crossed factors and repeated seeds not modeled
Calculation Time [millis],39,638,SPATIAL_ISLANDS,idleRoamingMode,none,720,0.02055833333333333,0.007409683361010183,0.006,0.032,descriptive marginal screen; crossed factors and repeated seeds not modeled
Calculation Time [millis],39,638,SPATIAL_ISLANDS,idleRoamingMode,past-avg,720,0.007259722222222223,0.0029304482666878077,0.004,0.015,descriptive marginal screen; crossed factors and repeated seeds not modeled
Calculation Time [millis],39,638,SPATIAL_ISLANDS,idleRoamingMode,past-avg-revisit,720,0.021269444444444445,0.009232111807451319,0.004,0.033,descriptive marginal screen; crossed factors and repeated seeds not modeled
Calculation Time [millis],39,638,SPATIAL_ISLANDS,idleRoamingMode,past-avg-total,720,0.006779166666666667,0.0019761750258928093,0.004,0.015,descriptive marginal screen; crossed factors and repeated seeds not modeled
Calculation Time [millis],39,638,SPATIAL_ISLANDS,idleRoamingMode,random,720,0.008134722222222222,0.0037601844908656985,0.004,0.019,descriptive marginal screen; crossed factors and repeated seeds not modeled
Calculation Time [millis],1685,27762,BASELINE,kHops,0,1200,3.4869491666666668,1.1823952717816368,1.732,6.979,descriptive marginal screen; crossed factors and repeated seeds not modeled
Calculation Time [millis],1685,27762,BASELINE,kHops,1,1200,4.131755833333333,1.347858644413577,2.12,7.068,descriptive marginal screen; crossed factors and repeated seeds not modeled
Calculation Time [millis],1685,27762,BASELINE,kHops,2,1200,4.2448575,1.4266950080747707,2.119,7.14,descriptive marginal screen; crossed factors and repeated seeds not modeled
Calculation Time [millis],1685,27762,BASELINE,p2pRqsRadius,1000,1200,5.296764166666667,0.9723922223453385,3.085,7.14,descriptive marginal screen; crossed factors and repeated seeds not modeled
Calculation Time [millis],1685,27762,BASELINE,p2pRqsRadius,2000,1200,3.6842975,1.0802027698602517,1.872,5.986,descriptive marginal screen; crossed factors and repeated seeds not modeled
Calculation Time [millis],1685,27762,BASELINE,p2pRqsRadius,3000,1200,2.8825008333333333,0.6678911117192443,1.732,5.415,descriptive marginal screen; crossed factors and repeated seeds not modeled
Calculation Time [millis],1685,27762,BASELINE,p2pStrategy,greedy,1800,3.9452961111111113,1.3716091399045482,1.732,7.135,descriptive marginal screen; crossed factors and repeated seeds not modeled
Calculation Time [millis],1685,27762,BASELINE,p2pStrategy,nearest,1800,3.9637455555555556,1.3567300869683616,1.846,7.14,descriptive marginal screen; crossed factors and repeated seeds not modeled
Calculation Time [millis],1685,27762,BASELINE,p2pOverlayShortcuts,0,1800,3.951522222222222,1.363530350501114,1.732,7.14,descriptive marginal screen; crossed factors and repeated seeds not modeled
Calculation Time [millis],1685,27762,BASELINE,p2pOverlayShortcuts,1,1800,3.9575194444444444,1.3649049186983555,1.812,7.135,descriptive marginal screen; crossed factors and repeated seeds not modeled
Calculation Time [millis],1685,27762,BASELINE,idleRoamingMode,none,720,3.377976388888889,1.045681563044664,1.732,5.672,descriptive marginal screen; crossed factors and repeated seeds not modeled
Calculation Time [millis],1685,27762,BASELINE,idleRoamingMode,past-avg,720,4.980201388888888,1.0233323322884076,2.977,6.993,descriptive marginal screen; crossed factors and repeated seeds not modeled
Calculation Time [millis],1685,27762,BASELINE,idleRoamingMode,past-avg-revisit,720,4.461954166666667,1.2746442136265752,2.207,7.033,descriptive marginal screen; crossed factors and repeated seeds not modeled
Calculation Time [millis],1685,27762,BASELINE,idleRoamingMode,past-avg-total,720,4.026080555555556,1.467190342508868,2.148,7.14,descriptive marginal screen; crossed factors and repeated seeds not modeled
Calculation Time [millis],1685,27762,BASELINE,idleRoamingMode,random,720,2.9263916666666665,0.8290917677305071,1.853,4.932,descriptive marginal screen; crossed factors and repeated seeds not modeled
Calculation Time [millis],1685,27762,RUSH_HOUR,kHops,0,1200,4.676747499999999,1.271189406618857,2.561,7.484,descriptive marginal screen; crossed factors and repeated seeds not modeled
Calculation Time [millis],1685,27762,RUSH_HOUR,kHops,1,1200,6.22994,1.5946639548843835,3.046,10.377,descriptive marginal screen; crossed factors and repeated seeds not modeled
Calculation Time [millis],1685,27762,RUSH_HOUR,kHops,2,1200,9.176350000000001,4.608449170523394,3.685,24.777,descriptive marginal screen; crossed factors and repeated seeds not modeled
Calculation Time [millis],1685,27762,RUSH_HOUR,p2pRqsRadius,1000,1200,5.958234999999999,1.3092580718447295,2.838,8.237,descriptive marginal screen; crossed factors and repeated seeds not modeled
Calculation Time [millis],1685,27762,RUSH_HOUR,p2pRqsRadius,2000,1200,6.1569183333333335,2.185886850784885,2.561,12.746,descriptive marginal screen; crossed factors and repeated seeds not modeled
Calculation Time [millis],1685,27762,RUSH_HOUR,p2pRqsRadius,3000,1200,7.967884166666666,5.187024372150217,2.63,24.777,descriptive marginal screen; crossed factors and repeated seeds not modeled
Calculation Time [millis],1685,27762,RUSH_HOUR,p2pStrategy,greedy,1800,6.738129444444445,3.5421781014685467,2.561,24.777,descriptive marginal screen; crossed factors and repeated seeds not modeled
Calculation Time [millis],1685,27762,RUSH_HOUR,p2pStrategy,nearest,1800,6.650562222222223,3.3680712116975307,2.63,22.943,descriptive marginal screen; crossed factors and repeated seeds not modeled
Calculation Time [millis],1685,27762,RUSH_HOUR,p2pOverlayShortcuts,0,1800,5.956180555555555,1.9851381168941078,2.561,13.054,descriptive marginal screen; crossed factors and repeated seeds not modeled
Calculation Time [millis],1685,27762,RUSH_HOUR,p2pOverlayShortcuts,1,1800,7.432511111111111,4.343225813215234,2.627,24.777,descriptive marginal screen; crossed factors and repeated seeds not modeled
Calculation Time [millis],1685,27762,RUSH_HOUR,idleRoamingMode,none,720,5.858013888888889,2.4970504001281992,2.63,16.13,descriptive marginal screen; crossed factors and repeated seeds not modeled
Calculation Time [millis],1685,27762,RUSH_HOUR,idleRoamingMode,past-avg,720,8.321977777777777,3.7539187438632373,4.931,23.429,descriptive marginal screen; crossed factors and repeated seeds not modeled
Calculation Time [millis],1685,27762,RUSH_HOUR,idleRoamingMode,past-avg-revisit,720,6.168763888888889,2.524483542622046,2.895,17.239,descriptive marginal screen; crossed factors and repeated seeds not modeled
Calculation Time [millis],1685,27762,RUSH_HOUR,idleRoamingMode,past-avg-total,720,8.430936111111112,3.937695656186827,5.128,24.777,descriptive marginal screen; crossed factors and repeated seeds not modeled
Calculation Time [millis],1685,27762,RUSH_HOUR,idleRoamingMode,random,720,4.6920375,2.6299169577066963,2.561,15.976,descriptive marginal screen; crossed factors and repeated seeds not modeled
Calculation Time [millis],1685,27762,SPATIAL_IMBALANCE,kHops,0,1200,5.337329166666667,1.5146802206929473,2.586,8.299,descriptive marginal screen; crossed factors and repeated seeds not modeled
Calculation Time [millis],1685,27762,SPATIAL_IMBALANCE,kHops,1,1200,6.790850833333333,1.9687521456729609,3.224,10.639,descriptive marginal screen; crossed factors and repeated seeds not modeled
Calculation Time [millis],1685,27762,SPATIAL_IMBALANCE,kHops,2,1200,7.875000833333334,2.912397329693237,3.259,15.189,descriptive marginal screen; crossed factors and repeated seeds not modeled
Calculation Time [millis],1685,27762,SPATIAL_IMBALANCE,p2pRqsRadius,1000,1200,6.667495833333334,1.0827101856472925,4.582,8.829,descriptive marginal screen; crossed factors and repeated seeds not modeled
Calculation Time [millis],1685,27762,SPATIAL_IMBALANCE,p2pRqsRadius,2000,1200,6.0543825,2.3905886896528883,2.586,10.286,descriptive marginal screen; crossed factors and repeated seeds not modeled
Calculation Time [millis],1685,27762,SPATIAL_IMBALANCE,p2pRqsRadius,3000,1200,7.2813025,3.202680442380585,2.619,15.189,descriptive marginal screen; crossed factors and repeated seeds not modeled
Calculation Time [millis],1685,27762,SPATIAL_IMBALANCE,p2pStrategy,greedy,1800,6.672872222222222,2.4484799834501056,2.619,15.141,descriptive marginal screen; crossed factors and repeated seeds not modeled
Calculation Time [millis],1685,27762,SPATIAL_IMBALANCE,p2pStrategy,nearest,1800,6.662581666666667,2.4358429993093984,2.586,15.189,descriptive marginal screen; crossed factors and repeated seeds not modeled
Calculation Time [millis],1685,27762,SPATIAL_IMBALANCE,p2pOverlayShortcuts,0,1800,6.520539444444444,2.2758797844634313,2.586,13.214,descriptive marginal screen; crossed factors and repeated seeds not modeled
Calculation Time [millis],1685,27762,SPATIAL_IMBALANCE,p2pOverlayShortcuts,1,1800,6.814914444444444,2.5894897423098153,2.619,15.189,descriptive marginal screen; crossed factors and repeated seeds not modeled
Calculation Time [millis],1685,27762,SPATIAL_IMBALANCE,idleRoamingMode,none,720,7.612433333333334,2.1023914731887725,5.384,15.189,descriptive marginal screen; crossed factors and repeated seeds not modeled
Calculation Time [millis],1685,27762,SPATIAL_IMBALANCE,idleRoamingMode,past-avg,720,4.2791041666666665,1.1434654542421483,2.619,6.913,descriptive marginal screen; crossed factors and repeated seeds not modeled
Calculation Time [millis],1685,27762,SPATIAL_IMBALANCE,idleRoamingMode,past-avg-revisit,720,8.635715277777779,1.7978907231362242,6.383,14.145,descriptive marginal screen; crossed factors and repeated seeds not modeled
Calculation Time [millis],1685,27762,SPATIAL_IMBALANCE,idleRoamingMode,past-avg-total,720,4.681697222222223,1.290366679239177,2.586,7.399,descriptive marginal screen; crossed factors and repeated seeds not modeled
Calculation Time [millis],1685,27762,SPATIAL_IMBALANCE,idleRoamingMode,random,720,8.12968472222222,1.6264493839814425,5.524,13.26,descriptive marginal screen; crossed factors and repeated seeds not modeled
Calculation Time [millis],1685,27762,SPATIAL_ISLANDS,kHops,0,1200,6.761209166666666,0.855589315216652,4.684,9.51,descriptive marginal screen; crossed factors and repeated seeds not modeled
Calculation Time [millis],1685,27762,SPATIAL_ISLANDS,kHops,1,1200,8.690505,1.3210006120952285,5.635,13.25,descriptive marginal screen; crossed factors and repeated seeds not modeled
Calculation Time [millis],1685,27762,SPATIAL_ISLANDS,kHops,2,1200,10.226211666666666,3.0216568079589674,5.28,21.327,descriptive marginal screen; crossed factors and repeated seeds not modeled
Calculation Time [millis],1685,27762,SPATIAL_ISLANDS,p2pRqsRadius,1000,1200,7.81247,0.9940596517610931,5.806,10.278,descriptive marginal screen; crossed factors and repeated seeds not modeled
Calculation Time [millis],1685,27762,SPATIAL_ISLANDS,p2pRqsRadius,2000,1200,8.314045833333333,1.5219599766555714,5.311,12.336,descriptive marginal screen; crossed factors and repeated seeds not modeled
Calculation Time [millis],1685,27762,SPATIAL_ISLANDS,p2pRqsRadius,3000,1200,9.55141,3.568390929876333,4.684,21.327,descriptive marginal screen; crossed factors and repeated seeds not modeled
Calculation Time [millis],1685,27762,SPATIAL_ISLANDS,p2pStrategy,greedy,1800,8.568937777777778,2.4010683934982637,4.757,21.327,descriptive marginal screen; crossed factors and repeated seeds not modeled
Calculation Time [millis],1685,27762,SPATIAL_ISLANDS,p2pStrategy,nearest,1800,8.549679444444445,2.4479349359874583,4.684,20.681,descriptive marginal screen; crossed factors and repeated seeds not modeled
Calculation Time [millis],1685,27762,SPATIAL_ISLANDS,p2pOverlayShortcuts,0,1800,8.411028333333334,1.9230536204435817,4.757,14.781,descriptive marginal screen; crossed factors and repeated seeds not modeled
Calculation Time [millis],1685,27762,SPATIAL_ISLANDS,p2pOverlayShortcuts,1,1800,8.707588888888889,2.8311776125111083,4.684,21.327,descriptive marginal screen; crossed factors and repeated seeds not modeled
Calculation Time [millis],1685,27762,SPATIAL_ISLANDS,idleRoamingMode,none,720,9.065518055555556,3.1253546557616585,6.394,21.327,descriptive marginal screen; crossed factors and repeated seeds not modeled
Calculation Time [millis],1685,27762,SPATIAL_ISLANDS,idleRoamingMode,past-avg,720,8.176193055555556,1.664585533650662,5.908,13.281,descriptive marginal screen; crossed factors and repeated seeds not modeled
Calculation Time [millis],1685,27762,SPATIAL_ISLANDS,idleRoamingMode,past-avg-revisit,720,10.153533333333334,2.4692617618228714,7.34,20.626,descriptive marginal screen; crossed factors and repeated seeds not modeled
Calculation Time [millis],1685,27762,SPATIAL_ISLANDS,idleRoamingMode,past-avg-total,720,6.8340749999999995,0.9710431251873305,4.684,8.957,descriptive marginal screen; crossed factors and repeated seeds not modeled
Calculation Time [millis],1685,27762,SPATIAL_ISLANDS,idleRoamingMode,random,720,8.56722361111111,1.9775258319054676,5.503,14.328,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],39,638,BASELINE,kHops,0,1200,11.258547555555555,1.2892434839134235,9.351883333333335,15.344383333333333,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],39,638,BASELINE,kHops,1,1200,11.260639694444444,1.2778222629739342,9.459583333333335,15.344383333333333,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],39,638,BASELINE,kHops,2,1200,11.264939777777778,1.2807678871973127,9.459583333333335,15.344383333333333,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],39,638,BASELINE,p2pRqsRadius,1000,1200,11.584416,2.0359640606597926,9.351883333333335,15.344383333333333,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],39,638,BASELINE,p2pRqsRadius,2000,1200,10.56786825,0.21840945248765747,10.237416666666666,11.086383333333334,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],39,638,BASELINE,p2pRqsRadius,3000,1200,11.631842777777777,0.1391319095155798,11.37895,11.904083333333334,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],39,638,BASELINE,p2pStrategy,greedy,1800,11.261375675925926,1.2824448579206453,9.351883333333335,15.344383333333333,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],39,638,BASELINE,p2pStrategy,nearest,1800,11.261375675925926,1.2824448579206447,9.351883333333335,15.344383333333333,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],39,638,BASELINE,p2pOverlayShortcuts,0,1800,11.26410112962963,1.2889730579440515,9.351883333333335,15.344383333333333,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],39,638,BASELINE,p2pOverlayShortcuts,1,1800,11.258650222222222,1.2758774308901153,9.351883333333335,15.344383333333333,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],39,638,BASELINE,idleRoamingMode,none,720,12.126371296296295,1.4697662006793524,10.334083333333332,15.344383333333333,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],39,638,BASELINE,idleRoamingMode,past-avg,720,10.772420509259259,0.6432441013851762,9.811333333333332,11.863633333333333,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],39,638,BASELINE,idleRoamingMode,past-avg-revisit,720,12.099388472222222,1.4455852998154333,10.301933333333332,15.344383333333333,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],39,638,BASELINE,idleRoamingMode,past-avg-total,720,10.73764550925926,0.6847666769376807,9.696316666666666,11.851933333333333,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],39,638,BASELINE,idleRoamingMode,random,720,10.571052592592592,0.8085759210650342,9.351883333333335,11.888816666666665,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],39,638,RUSH_HOUR,kHops,0,1200,11.498815555555556,1.465694578110699,9.430200000000001,16.724083333333333,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],39,638,RUSH_HOUR,kHops,1,1200,11.475250361111112,1.3975167234895303,9.430200000000001,16.724433333333334,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],39,638,RUSH_HOUR,kHops,2,1200,11.470488111111111,1.3835180850640945,9.430200000000001,16.88495,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],39,638,RUSH_HOUR,p2pRqsRadius,1000,1200,12.20445511111111,2.152597160491835,9.430200000000001,16.88495,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],39,638,RUSH_HOUR,p2pRqsRadius,2000,1200,10.611792694444445,0.23638733424244676,10.019066666666667,11.133983333333333,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],39,638,RUSH_HOUR,p2pRqsRadius,3000,1200,11.628306222222223,0.15700702285805793,11.23065,11.9297,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],39,638,RUSH_HOUR,p2pStrategy,greedy,1800,11.481384833333333,1.4154247521902,9.430200000000001,16.88495,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],39,638,RUSH_HOUR,p2pStrategy,nearest,1800,11.481651185185186,1.4163529464197486,9.430200000000001,16.88495,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],39,638,RUSH_HOUR,p2pOverlayShortcuts,0,1800,11.487872666666666,1.433539290773608,9.430200000000001,16.88495,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],39,638,RUSH_HOUR,p2pOverlayShortcuts,1,1800,11.475163351851851,1.3979868479385857,9.430200000000001,16.724083333333333,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],39,638,RUSH_HOUR,idleRoamingMode,none,720,12.354630555555557,1.874525859139232,10.255883333333333,16.88495,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],39,638,RUSH_HOUR,idleRoamingMode,past-avg,720,11.149264953703703,0.548851615183948,10.13425,12.20055,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],39,638,RUSH_HOUR,idleRoamingMode,past-avg-revisit,720,12.224995138888888,1.7491484844056724,10.214599999999999,16.453416666666666,descriptive marginal screen; crossed factors and repeated seeds not modeled
