timestamp,algorithm,kHops,p2pRequestRepublishTicks,p2pRqsRadius,taxiCount,clientCount,taxiSeatCount,p2pStrategy,p2pOverlayMinNeighbors,p2pOverlayMaxNeighbors,p2pOverlayShortcuts,p2pOverlayMaxDistanceFactor,p2pTopologyScanTicks,idleRoamingEnabled,idleRoamingStrategy,idleRoamingMode,spawnScenario,runIndex,worldSeed,metric,min,max,avg,sum,count,spread
2026-06-17T16:32:03.962087575Z,TaxiAlgorithmP2PCollector,0,15,1000,39,638,1,nearest,1,4,0,1,200,false,none,none,RUSH_HOUR,3,112351615,Custom Time [micros],0.0,0.0,0.0,0.0,85882,0.0
2026-06-17T16:32:03.962087575Z,TaxiAlgorithmP2PCollector,0,15,1000,39,638,1,nearest,1,4,0,1,200,false,none,none,RUSH_HOUR,3,112351615,Simulation Time [millis],0.0,3.0,0.01,1182.0,85882,3.0
2026-06-17T16:32:05.788136770Z,TaxiAlgorithmP2PCollector,0,15,1000,39,638,1,nearest,1,4,0,1,200,false,none,none,RUSH_HOUR,4,112351616,Taxi Travel Distance [km],12873.12,138913.56,63053.36,2459080.98,39,126040.44
2026-06-17T16:32:05.788136770Z,TaxiAlgorithmP2PCollector,0,15,1000,39,638,1,nearest,1,4,0,1,200,false,none,none,RUSH_HOUR,4,112351616,Client Waiting Time [min],5.0,5287.0,436.9,260391.0,596,5282.0
2026-06-17T16:32:05.788136770Z,TaxiAlgorithmP2PCollector,0,15,1000,39,638,1,nearest,1,4,0,1,200,false,none,none,RUSH_HOUR,4,112351616,Client Travel Time [min],68.0,5432.0,958.8,611716.0,638,5364.0
2026-06-17T16:32:05.788136770Z,TaxiAlgorithmP2PCollector,0,15,1000,39,638,1,nearest,1,4,0,1,200,false,none,none,RUSH_HOUR,4,112351616,Calculation Time [millis],0.0,3.0,0.01,1265.0,90884,3.0
2026-06-17T16:32:05.788136770Z,TaxiAlgorithmP2PCollector,0,15,1000,39,638,1,nearest,1,4,0,1,200,false,none,none,RUSH_HOUR,4,112351616,Custom Time [micros],0.0,0.0,0.0,0.0,90884,0.0
2026-06-17T16:32:05.788136770Z,TaxiAlgorithmP2PCollector,0,15,1000,39,638,1,nearest,1,4,0,1,200,false,none,none,RUSH_HOUR,4,112351616,Simulation Time [millis],0.0,3.0,0.02,1611.0,90884,3.0
2026-06-17T16:37:04.236555993Z,TaxiAlgorithmP2PCollector,0,15,1000,1685,27762,1,nearest,1,4,0,1,200,false,none,none,RUSH_HOUR,1,112351613,Taxi Travel Distance [km],62515.85,550958.3,241301.95,4.0659378379E8,1685,488442.45000000007
2026-06-17T16:37:04.236555993Z,TaxiAlgorithmP2PCollector,0,15,1000,1685,27762,1,nearest,1,4,0,1,200,false,none,none,RUSH_HOUR,1,112351613,Client Waiting Time [min],3.0,21182.0,1289.83,3.4702894E7,26905,21179.0
